category,word,description,id
basic,刻苦勉勵(각고면려),"새길 각, 괴로울 고, 힘쓸 면, 힘쓸 려. [풀이] 몹시 애를 쓰고 힘을 들임",basic381
basic,刻露淸秀(각로청수),"새길 각, 이슬 로, 맑을 청, 빼어날 수. [풀이] 잎이 떨어져 산의 모양이 환히 보이고 공기가 맑아 조망이 깨끗함. 가을의 경치를 형용한 말",basic382
basic,街童走卒(가동주졸),"거리 가, 아이 동, 달릴 주, 졸개 졸. [풀이] 무식한 사람이나 일정한 의견이나 줏대가 없는 사람. 주졸은 남의 심부름을 하러 다니는 하인.",basic383
basic,刻骨痛恨(각골통한),"새길 각, 뼈 골, 아플 통, 한할 한. [풀이] 뼈에 사무치도록 깊은 원한. 刻骨恨(각골한).  뼈에 새겨 놓을 만큼 잊을 수 없고 고통스러운 원한",basic384
basic,개별화,어떤 대상이 하나하나 따로 나뉘어짐.,basic385
basic,고결함,성품이 고상하고 순결함.,basic386
basic,부족함,필요한 양이나 기준에 미치지 못해 충분하지 않음,basic387
basic,부러움,욕망의 대상을 본인은 가지고 있지 않지만 상대방이 가지고 있을 때 느껴지는 괴로운 감정,basic388
basic,봉사정신,국가나 사회 또는 남을 위하여 자신을 돌보지 아니하고 힘을 바쳐 애쓰려는 마음의 자세나 태도,basic389
basic,보편가치,여러 사람들이 지속적으로 바람직하다고 생각하는 가치,basic390
basic,보건실,"학교나 회사 같은 곳에서, 학생이나 사원의 건강이나 위생 따위에 관한 일을 맡아보는 곳",basic391
basic,배움,새로운 지식이나 교양을 얻음.  새로운 기술을 익힘. 남의 행동이나 태도를 본받음.,basic392
basic,방자," 조선시대, 궁중에서 잔일을 하는 궁녀의 하녀.",basic393
basic,박애주의,대부분의 종교에 공통적인 사상. 자신의 인격을 존중히 여기는 것처럼 다른 사람을 사랑해야 한다는 것,basic394
basic,문제해결,인간이 경험하는 다양한 형태의 문제를 기술적인 방법과 지식을 이용해 해결하는 것,basic395
basic,겸허함,스스로 자신을 낮추고 비우는 태도가 있음.,basic396
basic,모험심리,"위험을 무릅쓰고 어떠한 일에 도전하려고 하는 심리 상태, 어려운 일에 무모하게 도전하려고 하는 심리 상태",basic397
basic,도전정신,예상되는 어려움에도 불구하고 이를 극복하겠다는 불굴의 의지를 가지고 목표를 향해 매진하는 정신,basic398
basic,더불어살기,사람들이 서로를 이해하고 소통하며 함께 살아가는 것,basic399
basic,대범함,성격이나 태도가 사소한 것에 얽매이지 않으며 너그럽다,basic400
basic,낮춤,"높낮이로 잴 수 있는 수치나 정도를 기준이 되는 대상이나 보통 정도에 미치지 못하는 상태가 되게 하다.
품위, 능력, 품질 따위를 바라는 기준보다 못하거나 보통 정도에 미치지 못하는 상태가 되게 하다. 지위나 계급 따위를 기준이 되는 대상이나 보통 정도에 미치지 못하는 상태가 되게 하다. 소리를 음계에서 아래쪽이거나 진동수가 작은 상태가 되게 하다. 낮게 대우하는 말을 쓰다.",basic401
basic,나눔,하나를 둘 이상으로 가름. 여러가지 섞인 것을 구분하여 분류함. 나눗셈을 함.,basic402
basic,급식실,학교 · 직장 · 병원 등 가정 밖의 건축물 안에 이용자를 대상으로 지속적으로 식사를 제공하기 위해 만들어진 실. ,basic403
basic,공손함,말이나 행동이 겸손하고 예의 바름,basic404
basic,공손한말,상대방에게 정중하지 않은 표현을 최소화하고 정중한 표현을 최대화하는 공손한 어법을 가리키는 말로서 ‘정중 어법’이라고도 함. ,basic405
basic,고정관념," 사람들의 행동을 결정하는 잘 변하지 않는 굳은 생각, 또는 지나치게 당연한 것처럼 알려진 생각. 특정 개인의 독특한 개성이나 개인차 혹은 능력을 무시한 채, 단순히 그 개인이 특정 집단의 구성원이라는 이유만으로 그의 개성이나 특성, 능력을 특정하게 또는 특정 범주로 귀속시키는 관념이나 기대.  자기가 예언하고 바라는 것이 실제 현실에서 충족되는 방향으로 이루어지는 현상. ",basic406
basic,롤모델,자기가 해야 할 일이나 임무 따위에서 본받을 만하거나 모범이 되는 대상.,basic407
basic,비굴,남의 비위를 맞추려고 알랑거리는 태도,basic408
basic,刻骨銘心(각골명심),"새길 각, 뼈 골, 새길 명, 마음 심. [풀이] 뼈에 새기고 마음에 새겨 잊지 않는다. 마음 깊이 새겨 둠. 은혜나 원한을 마음 속 깊이 새겨서 잊지 아니함.",basic409
basic,刻鵠類鶩(각곡유목),"새길 각, 고니 곡, 무리 유, 집오리 목. [풀이] 따오기를 그리려고 했으나 결과적으로 집오리를 그렸다는 뜻으로 어떤 뜻을 두고 노력하면 최소한의 성과는 이룰 수 있다는 말",basic410
basic,康衢煙月(강구연월),"편안할 강, 네거리 구, 연기 연, 달 월. [풀이] 태평한 시대의 평화로운 거리 풍경",basic411
basic,强弩之末(강노지말),"굳셀 강, 쇠뇌 노, 갈 지, 끝 말. [풀이] 활에서 힘차게 튕겨 나온 화살도 마지막에는 힘이 떨어져 비단에도 구멍을 못 뚫는다. 아무리 강한 것도 나중에는 쇠한다. ",basic412
basic,强近之親(강근지친),"굳셀 강, 가까울 근, 갈 지, 친할 친. [풀이] 도와줄 만한 아주 가까운 가족",basic413
basic,感之德之(감지덕지),"느낄 감, 갈 지, 큰 덕, 갈 지 [풀이] 분수에 넘치는 듯싶어 몹시 고맙게 여김. ",basic414
basic,感慨無量(감개무량),"느낄 감, 슬퍼할 개, 없을 무, 헤아릴 량. [풀이] 마음속에 품은 느낌이 한계가 없음.  마음속에서 느끼는 감동이나 정서가 헤아릴 수 없을 정도로 큼.",basic415
basic,感舊之懷(감구지회),"느낄 감, 옛날 구, 갈 지, 품을 회. [풀이] 지난 일을 돌이켜 생각하며 감동한 마음",basic416
basic,慷慨之心(강개지심),"혼날 징, 국 갱, 불 취, 나물 제. [풀이] 뜨거운 국물에 입을 데어 놀란 나머지 찬 나물도 불면서 먹는다는 뜻으로, 한 번 실패에 겁이 나서 지나치게 조심을 함. ",basic417
basic,敢不生心(감불생심),"감히 감, 아닐 불, 날 생, 마음 심. [풀이] 감히 엄두를 못 냄. 상황이 갈수록 악화되어 형편이 어려워지는 것에 대한 자조적인 의미로도 쓰인다. ",basic418
basic,敢言之地(감언지지),"감히 감, 말씀 언, 갈 지, 처지 지. [풀이] 거리낌 없이 말할 만한 자리나 처지.",basic419
basic,干將莫耶(간장막야),"나라 이름 오, 깎을 간, 갈 지, 칼 검. [풀이] 春秋(춘추)시대의 吳(오)나라 사람 干將(간장)이 만든 이름난 검 ",basic420
basic,江郞才盡(강랑재진),"강 강, 사내 랑, 재주 재, 다할 진. [풀이] 강엄의 재주가 다했다는 뜻으로, 어떤 분야에 뛰어났던 재능이 차차 쇠퇴하여 더 이상 두각을 나타내지 못함을 이르는 말",basic421
basic,甘井先竭(감정선갈),"달 감, 샘 천, 반드시 필, 다할 갈. [풀이] 물맛이 좋은 우물은 빨리 마른다는 뜻으로, 재주가 뛰어난 사람이 일찍 쇠함을 비유적으로 이르는 말.",basic422
basic,甘呑苦吐(감탄고토),"달 감, 삼킬 탄, 쓸 고, 토할 토. [풀이] 달면 삼키고 쓰면 뱉는다. 제 비위에 맞으면 좋아하고 맞지 않으면 싫어함. 이기적인 태도나 행동을 비유하여 이르는 말. 신의를 돌보지 않고 자기의 이익만을 꾀함.",basic423
basic,甘言利說(감언이설),"꽃 화, 말씀 언, 공교할 교, 말씀 어 [풀이] 듣기 좋은 말로 사람을 속임. 남의 마음을 꾀기 위한 달콤한 말.",basic424
basic,甲男乙女(갑남을녀),갑이라는 남자와 을이라는 여자. 평범한 보통 사람들. 지극히 평범한 사람을 가리키는 말.,basic425
basic,甲論乙駁(갑론을박),"첫째 천간 갑, 의논할 론, 둘째 천간 을, 반박할 박. [풀이] 자기주장을 내세우고 남의 주장을 반박함. ",basic426
basic,看雲步月(간운보월),"볼 간, 구름 운, 걸음 보, 달 월. [풀이] 고향과 가족 생각이 간절하여 낮이면 고향 쪽 하늘의 피어나는 구름을 바라보고 밤이면 달을 바라보며 거닌다는 뜻",basic427
basic,竭力盡能(갈력진능),자식된 사람은 모름지기 정성을 다하고 힘을 다해 어버이를 섬길 것,basic428
basic,竿頭之勢(간두지세),"장대 간, 머리 두, 갈 지, 세력 세. [풀이] 긴 막대기 끝에 선 것처럼 매우 위태로운 형세.",basic429
basic,肝腦塗地(간뇌도지),"간 간, 뇌 뇌, 진흙 도, 땅 지. [풀이] 참혹한 죽음을 당하여 간과 뇌가 땅에 떨어져 으깨어짐. 나랏일을 위해서는 지극한 곤경에 이르거나, 참혹한 죽음이라도 두려워하지 아니한다는 말",basic430
basic,渴而穿井(갈이천정),"목마를 갈, 말 이을 이, 뚫을 천, 우물 정. [풀이] 목이 마를 때 비로소 우물을 판다. 미리 준비하지 않고 일이 임박해서야 덤빔. 이미 때가 늦음.",basic431
basic,刻骨難忘(각골난망),"새길 각, 뼈 골, 어려운 난, 잊을 망. [풀이] 남의 은혜가 뼈에까지 사무쳐 잊혀지지 아니 한다. 풀이 뼈에 새기어 잊기 어려움. 남에게 받은 은혜의 고마움을 뼈에 새겨 잊지 않음",basic432
basic,干城之材(간성지재),"방패 간, 성 성, 갈 지, 재목 재. [풀이] 국방의 책임을 다할 장수",basic433
basic,家鷄野雉(가계야치),"무거울 중, 멀 요, 가벼울 경, 가까울 근. [풀이] 먼 데 것을 중히 여기고 가까운 데 것을 가벼이 여김. 집안에 있는 좋은 것을 버리고 나쁜 것을 탐냄",basic434
basic,剛木水生(강목수생),"굳셀 강, 나무 목, 물 수, 날 생. [풀이] 마른 나무에서 물을 짜낸다. ‘무리하게 요구함’을 이르는 말. 원인 없는 데서 결과가 있을 수 없다는 말.",basic435
basic,可東可西(가동가서)," 옳을 가, 동녘 동, 옳을 가, 서녘 서. [풀이] 이렇게 할 만도 하고 저렇게 할 만도 함. 동으로도 가하고 서로도 가함. 이러나 저러나 상관 없음을 의미",basic436
basic,可欺以方(가기이방),"옳을 가, 속일 기, 써 이. 방도 방. [풀이] 그럴듯한 방법으로 남을 속일 수 있음",basic437
basic,可考文籍(가고문적),"옳을 가, 상고할 고, 글월 문, 자취 적. [풀이] 후일에 참고가 될 만한 글과 서적.",basic438
basic,可與樂成(가여낙성),"가히 가, 더불 여, 즐길 낙, 이룰 성. [풀이] 일의 성과를 함께 즐길 수 있음. 일이 잘된 뒤에는 같이 즐겨도 좋음",basic439
basic,可高可下(가고가하),"옳을 가, 높을 고, 아래 하. [풀이] 어진 자는 지위의 상하를 가리지 않음. 곧 어진 사람은 높은 지위에 있어도 교만하지 않고 낮은 지위에 있어도 두려워하지 않음. 출전 ",basic440
basic,各人各色(각인각색),"각각 각, 사람 인, 모양 양, 빛 색. [풀이] 사람마다 각기 다름",basic441
basic,各得其所(각득기소)," 따로 각, 얻을 득, 그 기, 바 소. [풀이] 자기가 원하는 바대로 행한다는 뜻으로, 각자 그 능력이나 적성에 따라 적절히 배치되어 맡은 바를 다함을 말함.",basic442
basic,各自圖生(각자도생),"각자 각, 스스로 자, 꾀할 도, 살 생. [풀이] 제각기 살길을 찾음.",basic443
basic,尊嚴(존엄),높고 엄숙함. 높아서 범할 수 없음.,basic444
basic,各自爲政(각자위정),"각각 각, 스스로 자, 할 위, 정사 정. [풀이] 사람마다 자기 마음대로 행동함. 다른 사람과 협력하지 않으면 실패할 것이 분명하다는 말.",basic445
basic,奸惡無道(간악무도),"간사할 간, 나쁠 악, 없을 무, 법도 도. [풀이] 간악하고 무지막지함. 도가 없음. ",basic446
basic,奸臣賊子(간신적자),"간사할 간, 신하 신, 도적 적, 아들 자. [풀이] 간사한 신하와 부모에게 거역하는 자식.",basic447
basic,家家戶戶(가가호호),"집 가, 이를 지, 지게 호, 새벽 효. [풀이] 周知(주지)시키기 위하여 家家戶戶(가가호호)마다 직접 찾아가서 알림",basic448
basic,家徒壁立(가도벽립),"집 가, 헛될 도, 넉 사, 벽 벽. [풀이] 집안 형편이 어려워서 집 안에 있는 것이라고는 네 벽밖에 없다는 뜻",basic449
basic,家書萬金(가서만금),"집 가, 글 서, 일만 만, 쇠 금. [풀이] 집에서 부쳐 온 편지는 萬金(만금)보다도 더 귀하고 반갑다",basic450
basic,家無擔石(가무담석),"집 가, 없을 무, 두섬 담, 섬 석. [풀이] ‘石’은 한 섬, ‘擔’은 두 섬을 뜻하는데, ‘擔石’은 두 항아리 정도의 양식, 곧 얼마 안 되는 분량. ‘집에 저축한 것이 조금도 없음’을 이르는 말",basic451
basic,艱難辛苦(간난신고),"어려울 간, 어려울 난, 매울 신, 쓸 고. [풀이] 어려움을 겪으며 고생함. 고되고 어려움.  맵고 쓴 어려움. 지독한 어려움과 힘겨운 고통을 가리키는 말",basic452
basic,家藏什物(가장집물),"집 가, 감출 장, 세간 집, 만물 물. [풀이] 집에 두고 늘 쓰는 온갖 세간",basic453
basic,家諭戶說(가유호세),"집 가, 깨우칠 유, 지게 호, 달랠 세. [풀이] 집집마다 깨우쳐 알아듣게 말함.",basic454
basic,呵呵大笑(가가대소),너무 우스워 크게 웃는 모습을 나타냄,basic455
basic,비루, 묽은 점액이 비점막으로부터 다량으로 흘러나오는 현상. ,basic456
basic,비천,"비천하다'의 어근으로, 지위나 신분이 낮음을 의미",basic457
basic,비판적사고,어떤 사태에 처했을 때 감정 또는 편견에 사로잡히거나 권위에 맹목적으로 따르지 않고 합리적이고 논리적으로 분석·평가·분류하는 사고과정,basic458
basic,자존감,자신을 존중하고 사랑하는 마음이다. 자신의 능력과 한계에 대해 어떻게 생각하는지에 대한 전반적인 의견,basic459
basic,저능,"지능이 보통보다 썩 낮음, 또는 그런 상태.
태어날 떄부터 그런 경우와 병에 걸려 그런 경우가 있음.",basic460
basic,저평가,가치나 수준 따위를 낮게 매김,basic461
basic,정리정돈,생활 공간에서 지저분하게 흩어진 잡기나 가구 등을 일정한 규칙 하에 거슬리지 않고 간편하게 활용할 수 있도록 치우고 재배치하는 것,basic462
basic,정중함,태도나 분위기가 점잖고 엄숙함.,basic463
basic,존중감,"자신에게 가지는 애착, 존중, 사랑, 신뢰를 느끼는 기본욕구",basic464
basic,존칭어,사람이나 사물을 높여서 이르는 말,basic465
basic,주도성,주도적 입장에서 서는 성질이나 특성,basic466
basic,지역사회," 인간관계에 의해, 또는 지리적·행정적 분할에 의해 나누어진 일정 지역의 사회.  커뮤니티 또는 공동체라는 말과 동의어로 쓰이는 경우가 많음.",basic467
basic,천박,"학문이나 생각 따위가 얕거나, 말이나 행동 따위가 상스러움.",basic468
basic,천한,신분이 낮은 남자,basic469
basic,폄하,가치를 깍아내림.,basic470
basic,행동예절,예의에 관한 모든 절차나 질서,basic471
basic,행정실,학교에서 총무 및 교육 행정 업무를 담당하는 곳,basic472
basic,肝膽楚越(간담초월),"간 간, 쓸개 담, 초나라 초, 월나라 월. [풀이] 가까이 있어도 멀리 있는 것처럼 보이는 경우를 비유하는 말",basic473
basic,자유의지,개인의 자연적인 성향을 따라 자발적으로 선택하는 능력,basic474
basic,자유권, 개인이 그 자유로운 영역에 관하여 국가권력의 간섭 또는 침해를 받지 아니할 권리.  자유권적 기본권,basic475
basic,肝膽相照(간담상조),"간 간, 쓸개 담, 서로 상, 비칠 조. [풀이] 서로 간과 쓸개를 꺼내 보인다는 뜻. 친구 사이의 진정한 우정. 서로 속마음을 터놓고 가까이 지냄",basic476
basic,인류애,인류 전체에 대한 사랑,basic477
basic,자기결정권, 사적인 영역에서 국가의 간섭 없이 스스로 결정할 수 있는 권리,basic478
basic,뿌듯함,기쁨이나 감격이 마음에 가득 차서 벅차다.,basic479
basic,비폭력,폭력을 사용하지 아니함,basic480
basic,상스러움,말과 행동이 보기에 천하고 교양이 없다.,basic481
basic,숭고함,뜻이 높고 고상하다,basic482
basic,스트레스관리,"스트레스는 적응하기 어려운 상황에 처할 때 느끼는 신체적, 심리적 긴장상태 의 의미와 특성 삶에 항상 존재하는것으로 생활의 일부임. 적절한 스트레스는삶의 활력소가 됨.따라서 스트레스라는 부정적 경험을 관리하는 능력은 개인의 성공에 중요한 역할을 함.",basic483
basic,시간관리, 개인이 원하는 목표를 수행하기 위하여 계획된 절차를 수행하는 데 주어진 시간 자원을 적절하게 분배하고 환경과 자신을 통제하는 것. ,basic484
basic,야비한,성질이나 행동이 야하고 천하다.,basic485
basic,상생,둘 이상이 서로 북돋우며 다 같이 잘 살아감,basic486
basic,어리석음,사물에 어둡고 지능이나 사고력이 부족한 상태.,basic487
basic,언어예절,"언어 생활에서 대화 상대자를 존중하고 배려하는 마음을 갖는 것으로, 언어 표현 방식이 사회적으로 관습화된 것을 언어 예절이라 한다. 언어 예절은 화자와 청자 사이의 관계를 고려한 격식과 절차를 중시한다",basic488
basic,영성,"정신의 세계와 연관된 철학적 개념이며, 초월적, 더 나아가 신을 뜻하기도 함",basic489
basic,우매,어리석고 사리에 어두움. ,basic490
basic,윤리의식,윤리를 지키고자 하는 강한 인식이나 의지,basic491
basic,의사결정,조직의 운영정책 및 주요 계획의 목표를 달성할 수 있는 대안 가운데서 가장 바람직한 행동경로를 선택하는 과정,basic492
basic,약속이행각서,약속한 내용을 성실히 이행할 것을 약속하는 문서,basic493
basic,이룸,"어떤 대상이 일정한 상태나 결과를 생기게 하거나 일으키게 만듬.
뜻한 대로 되게 함
몇가지 부분이나 요소들을 모아 일정한 성질이나 모양을 가진 존대가 되게 함",basic494
idiom,契酒生面(계주생면),"맺을 계, 술 주, 생색낼 생, 낯 면. [풀이] 계에서 내는 술로 생색을 낸다. 남의 것으로 제 생색을 냄. ",idiom0
idiom,姑息之計(고식지계),"시어머니 고, 아이 식, 갈 지, 헤아릴 계. [풀이] 아녀자나 어린아이가 꾸미는 것 같은 계책. 당장에 편한 것만 취하는 꾀. 근본적인 해결책이 아닌, 일시적인 계책.",idiom1
idiom,孔子穿珠(공자천주),"성씨 공, 아들 자, 꿸 천, 구슬 주. [풀이] 자신보다 못한 사람에게도 배울 것이 있다.",idiom2
idiom,季布一諾(계포일락),"계절 계, 베 포, 한 일, 허락할 낙. [풀이] 절대로 틀림없는 승낙",idiom3
idiom,季札掛劍(계찰괘검),"끝 계, 표 찰, 맬 계, 칼 검. [풀이] 믿음과 의리를 중요하게 여김",idiom4
idiom,孤注一擲(고주일척),"외로울 고, 물 댈 주, 한 일, 던질 척. [풀이] 있는 힘을 다해 모험함. 노름꾼이 남은 밑천을 다 걸고 최후의 승부를 거는 것. 위급할 때를 당하여 온 힘을 다하여 한차례 모험을 거는 것을 이르는 말",idiom5
idiom,孤掌難鳴(고장난명),"외로울 고, 손바닥 장, 어려울 난, 울 명. [풀이] 혼자의 힘으로만 어떤 일을 이루기 어려움을 이르는 말. 맞서는 사람이 없으면 싸움이 일어나지 아니함을 이르는 말.",idiom6
idiom,孤立無依(고립무의),"외로울 고, 설 립, 없을 무, 의지할 의 [풀이] 외톨이가 되어 기댈 곳이 없음. ",idiom7
idiom,孤立無援(고립무원),"외로울 고, 설 립, 없을 무, 도울 원 [풀이] 고립되어 구원 받을 데가 없음",idiom8
idiom,孤臣寃淚(고신원루),"외로울 고, 신하 신, 원통할 원, 눈물 루. [풀이] 임금에게 버림받은 외로운 신하의 원통한 눈물.",idiom9
idiom,孤城落日(고성낙일),"외로울 고, 재 성, 떨어질 락, 날 일. [풀이]세력이 다하고 남의 도움이 없는 매우 외로운 처지",idiom10
idiom,奇貨可居(기화가거),"기이할 기, 재화 화, 옳을 가, 살 거. [풀이] 진기한 물건을 사 두었다가 때를 기다리면 큰 이익을 볼 수 있다는 말. ",idiom11
idiom,國利民福(국리민복),"나라 국, 날카로울 리, 백성 민, 복 복. [풀이] 나라의 이익과 국민의 행복",idiom12
idiom,堅白同異(견백동이),"굳을 견, 흰 백, 한가지 동, 다를 이. [풀이] 단단하고 흰 돌은 눈으로 보아 흰 것은 알 수 있으나 손으로 만져보아 단단한 것은 알 수 없음",idiom13
idiom,堅忍不拔(견인불발),"굳을 견, 참을 인, 아닐 불, 뽑을 발. [풀이] 굳게 참아서 마음을 빼앗기지 않음. ",idiom14
idiom,堅如金石(견여금석),"굳을 견, 같을 여, 쇠 금, 돌 석. [풀이] 서로 맺은 맹세가 쇠나 돌과 같이 굳음을 비유하여 이르는 말.",idiom15
idiom,堅壁淸野(견벽청야),"굳을 견, 바람벽 벽, 맑을 청, 들 야. [풀이] 성벽을 굳게 하고 들에 있는 것을 말끔히 치움. 물자를 얻지 못하게 하여 적을 괴롭히는 전투 방법.",idiom16
idiom,國泰民安(국태민안),"나라 국, 클 태, 백성 민, 편안할 안. [풀이] 나라가 태평하고 백성이 살기가 편안함.",idiom17
idiom,國士無雙(국사무쌍),"나라 국, 선비 사, 없을 무, 쌍 쌍. [풀이] 천하에서 가장 뛰어난 인물. 또는 그러하여 견줄 사람이 아예 없다는 말. ",idiom18
idiom,孤身隻影(고신척영),"외로울 고, 몸 신, 새 한 마리 척, 그림자 영. [풀이] 의지할 데 없이 외로이 떠도는 홀몸을 비유적으로 이르는 말",idiom19
idiom,困窮而通(곤궁이통),"괴로울 곤, 궁할 궁, 말 이을 이, 통할 통. [풀이] 곤궁하더라도 통할 때가 생김. 몹시 어려운 지경에 처하더라도 오히려 그런 곳에서 살아날 길이 생겨남.",idiom20
idiom,困獸猶鬪(곤수유투),"곤란할 곤, 길짐승 수, 오히려 유, 싸울 투. [풀이] 쫓기는 짐승이 오히려 사람을 향해 덤벼든다는 말. 곤경에 처하면 약한 사람 또한 강한 사람에게 덤비게 된다는 뜻",idiom21
idiom,啓寵納侮(계총납모),"열 계, 사랑할 총, 들일 납, 업신여길 모. [풀이] 지나치게 아끼고 사랑하면 도리어 경멸을 받게 된다는 뜻.",idiom22
idiom,呱呱之聲(고고지성),"울 고, 갈 지, 소리 성. [풀이] 사물이 처음으로 시작되는 기척.",idiom23
idiom,君臣有義(군신유의),"임금 군, 신하 신, 있을 유, 옳을 의. [풀이] 임금과 신하 사이에 의리가 있어야 함.",idiom24
idiom,君爲臣綱(군위신강),"임금 군, 할 위, 신하 신, 벼리 강. [풀이] 삼강의 하나. 임금은 그 신하의 벼리가 되어야함",idiom25
idiom,奇想天外(기상천외),"기이할 기, 생각 상, 하늘 천, 바깥 외. [풀이] 보통 사람이 짐작할 수 없을 정도로 엉뚱하고 기발한 것.",idiom26
idiom,孤軍奮鬪(고군분투),"외로울 고, 군사 군, 떨칠 분, 싸움 투. [풀이] 남의 도움을 받지 아니하고 힘에 벅찬 일을 잘해 나가는 것을 비유적으로 이르는 말",idiom27
idiom,居安思危(거안사위),"있을 거, 편안할 안, 생각할 사, 위태할 위. [풀이] 편안하게 살 때 앞으로 닥쳐올 위태로움을 생각함.",idiom28
idiom,客反爲主(객반위주),"손 객, 돌이킬 반, 할 위, 주인 주. [풀이] 손님이 뒤바뀌어 주인이 됨.",idiom29
idiom,故事成語(고사성어),옛이야기에서 생겨난 한자로 이루어진 말,idiom30
idiom,改頭換面(개두환면),"고칠 개, 머리 두, 바꿀 환, 낯 면. [풀이] 머리를 고치고 낯을 바꿈. 마음은 고치지 아니하고 겉으로만 달라진 체함. 또 일을 근본적으로 고치지 아니하고 겉만 다르게 꾸밈. ",idiom31
idiom,改過不吝(개과불린),"고칠 개, 허물 과, 아닐 불, 인색할 린. [풀이] 허물을 고침에 인색하지 않음. 과실이 있으면 이를 고치는 데 주저하지 않음.",idiom32
idiom,改過遷善(개과천선)," 고칠 개, 지날 과, 옮길 천, 착할 선. [풀이] 지나간 허물은 고치고 착하게 됨. ",idiom33
idiom,改玉改行(개옥개행),"고칠 개, 옥 옥, 고칠 개, 다닐 행. [풀이] 법을 변경하면 일도 고쳐야 함.",idiom34
idiom,改善匡正(개선광정),"고칠 개, 착할 선, 바를 광. 바를 정. [풀이] 그릇된 것들을 고치어 바로잡음.",idiom35
idiom,擧棋不定(거기부정),"들 거, 바둑 기, 아닐 부, 정할 정. [풀이] 일을 하는 데 아무런 작정이 없음을 비유하여 이르는 말.",idiom36
idiom,擧族一致(거족일치),온 겨레의 뜻과 힘이 함께 뭉쳐져 한결 같음,idiom37
idiom,擧世皆濁(거세개탁),"들 거, 세상 세, 다 개, 흐릴 탁. [풀이] 온 세상이 다 흐림. 지위의 높고 낮음을 막론하고 모든 사람이 다 바르지 않음.",idiom38
idiom,擊壤老人(격양노인),"칠 격, 흙덩이 양, 늙을 로, 사람 인 [풀이] 태평한 생활릏 즐거워하며 노인이 땅을 치며 노래함.",idiom39
idiom,掘墓鞭屍(굴묘편시),"굴 굴, 무덤 묘, 채찍 편, 주검 시. [풀이] 통쾌한 복수, 지나친 복수.",idiom40
idiom,技成眼昏(기성안혼),"재주 기, 이룰 성, 눈 안, 저물 혼. [풀이] 나이를 먹고 좋은 기술이 무용지물이 됨을 뜻하는 말",idiom41
idiom,强顔女子(강안여자),"굳셀 강, 얼굴 안. 계집 여, 자식 자. [풀이] 얼굴이 너무 두꺼워서 부끄러움과 수치심을 모르는 여자.",idiom42
idiom,强弱不同(강약부동),"굳셀 강, 약할 약, 아닐 부, 한가지 동. [풀이] 둘 사이의 역량이나 힘이 한편은 강하고 한편은 약하여 도무지 상대가 되지 않음. ",idiom43
idiom,弓的相適(궁적상적),"활 궁, 과녁 적, 서로 상, 당연할 적. [풀이] 기회가 서로 꼭 들어맞음.",idiom44
idiom,弓折箭盡(궁절전진),"활 궁, 부러질 절, 화살 전, 다할 진. [풀이] 힘이 다하여 어찌할 도리가 없음을 이르는 말.",idiom45
idiom,廣大無邊(광대무변),"넓을 광, 큰 대, 없을 무, 가 변. [풀이] 한없이 넓고 커서 끝이 없음.  끝을 알 수 없을 만큼 넓고도 큰 상태.  ",idiom46
idiom,巨卿之信(거경지신),"클 거, 벼슬 경, 갈 지, 믿을 신. [풀이] 굳은 약속을 뜻하며 성실한 인품을 나타내는 말",idiom47
idiom,巧言令色(교언영색),"공교할 교, 말씀 언, 좋을 영, 빛 색. [풀이] 말투를 교묘하게 하고 얼굴 표정을 예쁘게 꾸미다. 번지르르하게 발라맞추는 말과 알랑거리는 낯빛.",idiom48
idiom,巧發奇中(교발기중),"공교할 교, 쏠 발, 기이할 기, 적중할 중. [풀이] 교묘하게 꺼낸 말이 신기하게 들어맞음.",idiom49
idiom,巧取豪奪(교취호탈),"교묘할 교, 얻을 취, 클 호, 빼앗을 탈. [풀이] 교묘히 수단을 빼앗아 취한다는 뜻으로, 부정한 방법으로 남의 귀중한 물건을 가로채는 일을 이르는 말",idiom50
idiom,居之中天(거지중천),"살 거, 갈 지, 가운데 중, 하늘 천. [풀이] 텅 빈 공간.",idiom51
idiom,寬弘磊落(관홍뇌락),"너그러울 관, 넓을 홍, 뜻 클 뇌, 떨어질 락. [풀이] 마음이 넓고 너그러워 사소한 일에 거리끼지 아니함",idiom52
idiom,寬仁大度(관인대도),"너그러울 관, 어질 인, 큰 대, 도량 도. [풀이] 너그럽고 어질며 도량이 크다. 남에게 너그럽고 자애롭게 대하는 넉넉한 마음씨를 비유하는 말.",idiom53
idiom,寄與補裨(기여보비),"부칠 기, 줄 여, 기울 보, 도울 비. [풀이] 이바지 하여 돕고 모자라는 것은 보탬.",idiom54
idiom,客窓寒燈(객창한등),"손 객, 창 창, 찰 한, 등불 등. [풀이] 여관방 안에 걸려 있는 쓸쓸하게 보이는 등불.",idiom55
idiom,客地眠食(객지면식),객지에서 자고 먹는 일,idiom56
idiom,犬猿之間(견원지간),"개 견, 원숭이 원, 갈 지, 사이 간. [풀이] 개와 원숭이의 사이처럼 매우 나쁜 두 관계.  개와 원숭이처럼 서로 으르렁거리는 사이.",idiom57
idiom,戒愼恐懼(계신공구),"경계할 계, 삼길 신, 두려울 공, 두려워할 구. [풀이] 경계하고 삼가며 조심하고 두려워하는 것. ",idiom58
